DTXSID,SMILES,Risk_Score_PPARg
DTXSID1022265,CCc1cccc(CC)c1N(COC)C(=O)CCl,0.8275
DTXSID5046225,O=S(c1cc(Cl)cc(Cl)c1O)c1cc(Cl)cc(Cl)c1O,0.825
DTXSID2044890,Oc1ccc(Cc2ccccc2O)cc1,0.825
DTXSID4026137,Oc1ccc(Cl)cc1Sc1cc(Cl)ccc1O,0.825
DTXSID8023848,CCOCN(C(=O)CCl)c1c(C)cccc1CC,0.825
DTXSID1040243,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21.Cl,0.825
DTXSID9048190,COC(=O)[C@]1(C)CCC[C@@]2(C)[C@H]1CC=C1C=C(C(C)C)CC[C@@H]12,0.825
DTXSID6049226,CCCCN(CCCC)C(=S)SSC(=S)N(CCCC)CCCC,0.825
DTXSID6047369,COc1cc(-c2nc(NC(=O)c3cc4cc(C)cc(C)c4n3CC(=O)O)sc2CCC2CCCCC2)c(OC)cc1Cl.O=C(O)C(F)(F)F,0.825
DTXSID3020122,COP(=S)(OC)SCn1nnc2ccccc2c1=O,0.825
DTXSID3025253,CN1C[C@H](C(=O)N[C@]2(C)O[C@@]3(O)[C@@H]4CCCN4C(=O)[C@H](Cc4ccccc4)N3C2=O)C=C2c3cccc4[nH]cc(c34)C[C@H]21.CN1C[C@H](C(=O)N[C@]2(C)O[C@@]3(O)[C@@H]4CCCN4C(=O)[C@H](Cc4ccccc4)N3C2=O)C=C2c3cccc4[nH]cc(c34)C[C@H]21.O=C(O)[C@H](O)[C@@H](O)C(=O)O,0.825
DTXSID6025436,O=S(=O)(O)O.Oc1cccc2cccnc12.Oc1cccc2cccnc12,0.825
DTXSID8042478,Cc1ccc(N(SC(F)(Cl)Cl)S(=O)(=O)N(C)C)cc1,0.825
DTXSID1043881,CN(C)CCCN1c2ccccc2CCc2ccccc21,0.825
DTXSID0048185,CN1CCc2cccc3c2[C@H]1Cc1ccc(O)c(O)c1-3.CN1CCc2cccc3c2[C@H]1Cc1ccc(O)c(O)c1-3.Cl.Cl.O,0.8216666666666665
DTXSID1044196,Clc1ccc2c(c1)CCc1cccnc1C2=C1CCNCC1,0.8216666666666665
DTXSID3020679,ClC1=C(Cl)C2(Cl)C3C(Cl)C=CC3C1(Cl)C2(Cl)Cl,0.8214761904761905
DTXSID9040269,CCC(C)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1OC(=O)C=C(C)C,0.8207142857142857
DTXSID6045165,CN(C)C(=O)C(CCN1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1,0.82
DTXSID7024299,C[C@H]1[C@H](c2ccc(Cl)cc2)SC(=O)N1C(=O)NC1CCCCC1,0.82
DTXSID9023128,CCN(CC)CCNc1ccc(CO)c2sc3ccccc3c(=O)c12,0.82
DTXSID3048653,CCCCc1oc2ccc(NS(C)(=O)=O)cc2c1C(=O)c1ccc(OCCCN(CCCC)CCCC)cc1,0.82
DTXSID9047548,Brc1cc(Oc2cc(Br)c(Br)c(Br)c2Br)c(Br)c(Br)c1Br,0.82
DTXSID7023063,O=C(O)c1ccccc1Nc1cccc(C(F)(F)F)c1,0.82
DTXSID3044544,O=C(Nc1cccc([N+](=O)[O-])c1)c1cc2ccccc2cc1O,0.82
DTXSID5037498,CCOP(=S)(OCC)SCn1nnc2ccccc2c1=O,0.82
DTXSID7038864,CCc1cc(Cc2cc(CC)cc(C(C)(C)C)c2O)c(O)c(C(C)(C)C)c1,0.82
DTXSID4042129,[Cl][Hg][c]1ccccc1,0.82
DTXSID4045973,Oc1ccc(Cl)c2cccnc12,0.82
DTXSID7046675,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,0.81625
DTXSID3046401,Cc1ccc(O)c2ncccc12,0.815
DTXSID0042248,c1cc(N(CC2CO2)CC2CO2)ccc1Cc1ccc(N(CC2CO2)CC2CO2)cc1,0.815
DTXSID6044309,Cl.O.c1cnc2c(c1)ccc1cccnc12,0.815
DTXSID9025401,C=CC(=O)OCCCCCCOC(=O)C=C,0.815
DTXSID5044865,CCCCCCCCCCCCCCN(CCO)CCO,0.815
DTXSID6048919,CCOc1ccc(Cc2nc3cc([N+](=O)[O-])ccc3n2CCN(CC)CC)cc1,0.815
DTXSID3046663,CCCCN(CCCC)CC(O)c1cc(Cl)cc2c1-c1ccc(Cl)cc1/C2=C/c1ccc(Cl)cc1,0.815
DTXSID4030047,Brc1cc(Br)c(Oc2cc(Br)c(Br)cc2Br)cc1Br,0.815
DTXSID1047819,Cl.O[C@@H](c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12)[C@H]1CCCCN1,0.815
DTXSID2033736,CS(=O)(=O)O.Cc1c(O)cccc1C(=O)N[C@@H](CSc1ccccc1)[C@H](O)CN1C[C@H]2CCCC[C@H]2C[C@H]1C(=O)NC(C)(C)C.O,0.815
DTXSID7048746,O=C(Nc1ccc(S(=O)(=O)N2CCOCC2)cc1)c1cc(Cl)ccc1NS(=O)(=O)c1ccc(Cl)s1,0.815
DTXSID7023198,CC(=O)O[C@H]1C[C@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@@]5(C)[C@H](CC[C@@H]6[C@@H]5C[C@@H](O)[C@]5(C)[C@@H](C7=CC(=O)OC7)CC[C@]65O)C4)O[C@@H]3C)O[C@@H]2C)O[C@H](C)[C@H]1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,0.81
DTXSID9057719,COc1ccc(OC(=O)N(CC(=O)O)Cc2ccc(OCCc3nc(-c4ccccc4)oc3C)cc2)cc1,0.81
DTXSID8023050,O=C(O)Cc1sc(-c2ccccc2)nc1-c1ccc(Cl)cc1,0.81
DTXSID8023214,N[C@@H](Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1)C(=O)O,0.81
DTXSID5048843,CCOP(=O)(CC)Oc1ccc([N+](=O)[O-])cc1,0.81
DTXSID0027771,CCCCCCC(C)Nc1ccc(Nc2ccccc2)cc1,0.81
DTXSID5047295,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccc(S(N)(=O)=O)cc21,0.81
DTXSID6021824,Oc1ccc(Cl)cc1Cc1cc(Cl)ccc1O,0.81
DTXSID1045584,CNC[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO.Cc1c(Nc2ncccc2C(=O)O)cccc1C(F)(F)F,0.81
DTXSID0041983,CCOC(=O)COC(=O)c1cc(Oc2ccc(C(F)(F)F)cc2Cl)ccc1[N+](=O)[O-],0.81
DTXSID9044322,CCCCCCCCCCCCN.Cl,0.81
DTXSID8057695,O=C(OCC(O)CO)c1ccccc1Nc1ccnc2c(C(F)(F)F)cccc12,0.81
DTXSID9040760,Cc1cc(SCc2sc(-c3ccc(C(F)(F)F)c(F)c3)nc2C)ccc1OCC(=O)O,0.81
DTXSID1025485,CC(C)Nc1ccc(Nc2ccccc2)cc1,0.81
DTXSID0048842,CCCN(CCC)C(=O)C(CCC(=O)OCCCN1CCN(CCOC(=O)Cc2c(C)n(C(=O)c3ccc(Cl)cc3)c3ccc(OC)cc23)CC1)NC(=O)c1ccccc1,0.81
DTXSID4021341,Cc1cc(O)c(C(C)(C)C)cc1Sc1cc(C(C)(C)C)c(O)cc1C,0.81
DTXSID5020730,Oc1cccc2cccnc12,0.81
DTXSID7032551,O=[N+]([O-])c1cc(C(F)(F)F)c(Cl)c([N+](=O)[O-])c1Nc1ncc(C(F)(F)F)cc1Cl,0.81
DTXSID4041070,COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)O)C(=O)OC2,0.81
DTXSID4046284,O=[N+]([O-])c1ccc(O)c2ncccc12,0.81
DTXSID3023556,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/CO)C(C)(C)CCC1,0.8095833333333333
DTXSID6047311,CNS(=O)(=O)c1cc(C(=O)N2CCC(CCN3C4CCC3CC(n3c(C)nc5ccccc53)C4)(c3cccc(F)c3)CC2)c(Cl)cc1F,0.8075
DTXSID5029762,CCCCN(CCCC)c1ccc(C(=O)c2ccccc2C(=O)O)c(O)c1,0.805
DTXSID9046310,OCCN1CCN(CC/C=C2/c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,0.805
DTXSID3047891,CC(c1ccc(O)cc1)c1ccc(O)cc1,0.805
DTXSID5023322,CC#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(N(C)C)cc3)C[C@@]21C,0.805
DTXSID2032639,CCCCCCCCSC(=O)Oc1cc(Cl)nnc1-c1ccccc1,0.805
DTXSID7025429,Oc1ccc2cc(SSc3ccc4cc(O)ccc4c3)ccc2c1,0.805
DTXSID7025506,CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)O,0.805
DTXSID4042090,CCCCCCCCCCCCN(CCO)CCO,0.805
DTXSID7049051,CO.COc1cc(Nc2c(C#N)cnc3cc(OCCCN4CCN(C)CC4)c(OC)cc23)c(Cl)cc1Cl,0.805
DTXSID3048948,NC1(c2ccc(-c3nc4ccn5c(=O)[nH]nc5c4cc3-c3ccccc3)cc2)CCC1,0.805
DTXSID0044525,CC(O)C(=O)[O][Hg][c]1ccccc1,0.805
DTXSID8024151,C=CCOC(Cn1ccnc1)c1ccc(Cl)cc1Cl,0.805
DTXSID9024483,Cc1cc(Nc2ccc(O)cc2)ccc1N,0.805
DTXSID1047310,Cc1oc(-c2ccccc2)nc1CCOc1ccc(C[C@H](Nc2ccccc2C(=O)c2ccccc2)C(=O)O)cc1,0.805
DTXSID4020535,S=C(SSSSSSC(=S)N1CCCCC1)N1CCCCC1,0.805
DTXSID8023636,CCCc1nc2c(C)cc(-c3nc4ccccc4n3C)cc2n1Cc1ccc(-c2ccccc2C(=O)O)cc1,0.805
DTXSID7023196,CC(=O)O[C@H]1C[C@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](OC4CC[C@@]5(C)[C@H](CC[C@@H]6[C@@H]5CC[C@]5(C)[C@@H](C7=CC(=O)OC7)CC[C@]65O)C4)O[C@@H]3C)O[C@@H]2C)O[C@H](C)[C@H]1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,0.805
DTXSID7028015,C=CC(=O)OCC(C)OCC(C)OCC(C)OC(=O)C=C,0.805
DTXSID1046180,CN1CCN(CCC(=O)N2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,0.805
DTXSID8021771,CCC(C)(C)c1ccc(O)cc1,0.805
DTXSID2045105,CN(C)CCC=C1c2ccccc2C=Cc2ccccc21.Cl,0.805
DTXSID7022837,Oc1c(I)cc(Cl)c2cccnc12,0.805
DTXSID7021150,CC(=O)[O][Hg][c]1ccccc1,0.80375
DTXSID8046951,CNCCCC1c2ccccc2C=Cc2ccccc21.Cl,0.8
DTXSID5022308,O=c1c(-c2ccc(O)cc2)coc2cc(O)cc(O)c12,0.8
DTXSID0047379,CCN(Cc1cccnc1)C(=O)c1cccc(Cl)c1[C@]1(C)C(=O)N(Cc2ccc(OC)cc2OC)c2ccc(Cl)cc21.Cl,0.8
DTXSID8021729,O=c1oc2ccccc2c(O)c1Cc1c(O)c2ccccc2oc1=O,0.8
DTXSID1057610,COc1ccc(-n2nc(CCC(=O)N(C)O)cc2-c2ccc(Cl)cc2)cc1,0.8
DTXSID8041799,O=c1oc2ccccc2c(O)c1C1CCCc2ccccc21,0.8
DTXSID2057815,COC(=O)[C@H]1[C@H]2C[C@@H]3c4[nH]c5cc(OC)ccc5c4CCN3C[C@H]2C[C@@H](OC(=O)/C=C/c2ccc(O)c(OC)c2)[C@@H]1OC,0.8
DTXSID5048685,CC(C)n1nc(-c2cc3cc(O)ccc3[nH]2)c2c(N)ncnc21,0.8
DTXSID2023224,CCOC(=O)N1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1,0.8
DTXSID9047542,CO/C=C(/C(=O)OC)c1ccccc1COc1cccc(C(F)(F)F)n1,0.797
DTXSID7021152,Oc1ccc(-c2ccccc2)cc1,0.795
DTXSID9045348,Cc1cccc(CN2CCN(C(c3ccccc3)c3ccc(Cl)cc3)CC2)c1.Cl.Cl,0.795
DTXSID0046309,COCCOC(=O)C1=C(C)NC(C)=C(C(=O)OC/C=C/c2ccccc2)C1c1cccc([N+](=O)[O-])c1,0.795
DTXSID4023593,Cl.O=C1CSC2(CCN(CCCN3c4ccccc4Sc4ccc(Cl)cc43)CC2)N1,0.795
DTXSID4047672,Cc1cc(C(F)(C(F)(F)F)C(F)(F)F)ccc1NC(=O)c1cccc(I)c1C(=O)NC(C)(C)CS(C)(=O)=O,0.795
DTXSID4047913,CCCCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.795
DTXSID2045529,Clc1ccc(C(Cn2ccnc2)OCc2csc3c(Cl)cccc23)c(Cl)c1.O=[N+]([O-])O,0.795
DTXSID4044872,c1cc(OCC2CO2)ccc1Cc1ccc(OCC2CO2)cc1,0.795
DTXSID1048170,CC(C)(C)c1csc(-c2cc3cc(OCc4ccccc4CC(=O)O)ccc3o2)n1,0.795
DTXSID4020373,Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)Cl)cc1,0.795
DTXSID8023474,O=c1[nH]c2ccccc2n1C1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,0.795
DTXSID7048619,Oc1cccc(-c2c3nc(c(-c4cccc(O)c4)c4ccc([nH]4)c(-c4cccc(O)c4)c4nc(c(-c5cccc(O)c5)c5ccc2[nH]5)CC4)C=C3)c1,0.795
DTXSID7024160,CCOC(=O)C(C)OC(=O)c1cc(Oc2ccc(C(F)(F)F)cc2Cl)ccc1[N+](=O)[O-],0.795
DTXSID9047251,COc1ccc(OC(F)(F)F)cc1CN[C@H]1CCCN[C@H]1c1ccccc1,0.795
DTXSID5047320,CCN1CCC2(CC1)COc1cc3c(cc12)N(C(=O)c1ccc(-c2ccc(-c4nnc(C)o4)cc2C)cc1)CC3.Cl,0.795
DTXSID1045798,O=C(O)c1ccc2ccccc2c1O.OCc1cc(C(O)CNCCCCCCOCCCCc2ccccc2)ccc1O,0.795
DTXSID7045152,O=C1NCN(c2ccccc2)C12CCN(CCCC(c1ccc(F)cc1)c1ccc(F)cc1)CC2,0.795
DTXSID4022525,CCCCC(CC)COC(=O)c1ccc(O)cc1,0.795
DTXSID1046427,COc1ccc(CN2CCN(C(c3ccc(F)cc3)c3ccc(F)cc3)CC2)c(OC)c1OC.Cl.Cl,0.7909999999999999
DTXSID4040268,CCC(C)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1OC(=O)OC(C)C,0.7907142857142857
DTXSID6023155,Oc1c(I)cc(I)c2cccnc12,0.79
DTXSID5047376,O=C(NC(=O)c1cc(F)c(F)cc1Cl)Nc1cc(F)ccc1N1CCC(C(=O)O)CC1,0.79
DTXSID4031980,Oc1ccc(/C=C/c2cc(O)cc(O)c2)cc1,0.79
DTXSID8047347,CCN(CC)CCNc1ccc(CNC=O)c2sc3ccc(OC)cc3c(=O)c12,0.79
DTXSID6025513,CN(C)c1ccc(C(=C2C=CC(=[N+](C)C)C=C2)c2ccccc2)cc1.CN(C)c1ccc(C(=C2C=CC(=[N+](C)C)C=C2)c2ccccc2)cc1.O=C(O)C(=O)O.O=C([O-])C(=O)O.O=C([O-])C(=O)O,0.79
DTXSID0046357,CCCCCCCCOc1ccccc1C(=O)Nc1ccc(C(=O)OCC[N+](C)(CC)CC)cc1.[Br-],0.79
DTXSID0043765,C[C@@H]1O[C@@H](O[C@H]2C[C@@H](O)[C@]3(CO)[C@H]4[C@H](O)C[C@]5(C)[C@@H](C6=CC(=O)OC6)CC[C@]5(O)[C@@H]4CC[C@]3(O)C2)[C@H](O)[C@H](O)[C@H]1O,0.79
DTXSID0049076,CC(C(=O)O)c1ccc2c(c1)CC(=O)c1ccccc1S2,0.79
DTXSID2025505,CCCCC/C=C\C/C=C\CCCCCCCC(=O)O,0.79
DTXSID4034609,N#Cc1nn(-c2c(Cl)cc(C(F)(F)F)cc2Cl)c(N)c1S(=O)C(F)(F)F,0.79
DTXSID4048195,CCCCCCOc1ccc(O)cc1,0.7875
DTXSID1024126,ClC1=C(Cl)[C@]2(Cl)[C@@H]3[C@@H](Cl)[C@H]4O[C@H]4[C@@H]3C1(Cl)C2(Cl)Cl,0.7852083333333333
DTXSID7029241,CC(C)(c1ccccc1)c1ccc(O)c(C(C)(C)c2ccccc2)c1,0.785
DTXSID9047916,CCCCCCCCCCn1cc[n+](C)c1.O=S(=O)([O-])C(F)(F)F,0.785
DTXSID5042243,CCCCCCCC/C=C\CCCCCCCC(=O)N(C)CC(=O)O,0.785
DTXSID6021248,C=C(C)[C@H]1Cc2c(ccc3c2O[C@@H]2COc4cc(OC)c(OC)cc4[C@@H]2C3=O)O1,0.785
DTXSID6021408,CC(=O)[O][Sn]([c]1ccccc1)([c]1ccccc1)[c]1ccccc1,0.785
DTXSID9032533,CCOCn1c(-c2ccc(Cl)cc2)c(C#N)c(Br)c1C(F)(F)F,0.785
DTXSID4020450,OC(c1ccc(Cl)cc1)(c1ccc(Cl)cc1)C(Cl)(Cl)Cl,0.785
DTXSID3046792,C[C@@H](NCCCc1cccc(C(F)(F)F)c1)c1cccc2ccccc12.Cl,0.785
DTXSID1022396,O=c1cc(-c2ccccc2)oc2cc(O)cc(O)c12,0.785
DTXSID4047383,O=C([O-])c1ccc2c(c1)nc(C(=O)NC1CCN(C3CC3)CC1)n2Cc1cc(-c2ccc(Cl)s2)on1.[Na+],0.785
DTXSID1025300,CCCCC(CC)COP(=O)(Oc1ccccc1)Oc1ccccc1,0.785
DTXSID1042570,Cl.Cl.Fc1ccc(C(OCCN2CCN(CCCc3ccccc3)CC2)c2ccc(F)cc2)cc1,0.785
DTXSID5044992,CCC(C)(C)c1cc(O)c(C(C)(C)CC)cc1O,0.785
DTXSID2037712,CC(c1ccc(O)cc1)(c1ccc(O)cc1)c1ccc(O)cc1,0.785
DTXSID6044779,C=CC(=O)OCCCCOC(=O)C=C,0.785
DTXSID8042399,CC(C)C1=CC2=CC[C@@H]3[C@](C)(CCC[C@@]3(C)C(=O)[O-])[C@H]2CC1.[Na+],0.785
DTXSID0046307,CN1CCC(Nc2ncc3ncnc(Nc4ccc(F)c(Cl)c4)c3n2)CC1.Cl.Cl,0.785
DTXSID3048657,CC(=O)O.Cc1c(-c2ccc(O)cc2)n(Cc2ccc(OCCN3CCCCCC3)cc2)c2ccc(O)cc12,0.785
DTXSID2046919,Clc1ccc(Nc2nnc(Cc3ccncc3)c3ccccc23)cc1,0.785
DTXSID7047487,CCCCCCCCCOS(=O)(=O)[O-].[Na+],0.785
DTXSID0023294,CO[C@H]1[C@@H](O)C[C@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@@]5(C)[C@H](CC[C@@H]6[C@@H]5C[C@@H](O)[C@]5(C)[C@@H](C7=CC(=O)OC7)CC[C@]65O)C4)O[C@@H]3C)O[C@@H]2C)O[C@@H]1C,0.785
DTXSID7047146,CCC(=O)Oc1ccc(/C(CC)=C(\CC)c2ccc(OC(=O)CC)cc2)cc1,0.785
DTXSID7045497,Cl.O=C(OCC(O)CO)c1ccccc1Nc1ccnc2cc(Cl)ccc12,0.785
DTXSID9048512,O=C(CCCCCCCCc1cccnc1)N1CCC(C=C(c2ccccc2)c2ccccc2)CC1,0.7833333333333334
DTXSID8026725,CCCCCCC(O)CCCCCCCCCCC(=O)O,0.78
DTXSID5049073,Cl.Cl.Clc1ccc(Nc2nnc(Cc3ccncc3)c3ccccc23)cc1,0.78
DTXSID0041567,CCCCCC[C@@H](O)C/C=C\CCCCCCCC(=O)O,0.78
DTXSID9027522,CC(C)(C)CC(C)(C)c1ccc(O)c(-n2nc3ccccc3n2)c1,0.78
DTXSID6024046,CCOP(=O)(OCC)Oc1ccc([N+](=O)[O-])cc1,0.78
DTXSID6024624,CC(C)(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1,0.78
DTXSID5034981,CCC[CH2][Sn]([CH2]CCC)([CH2]CCC)[O]C(=O)c1ccccc1,0.78
DTXSID5025948,[K+].[K+].[O]=[Cr](=[O])([O-])[O][Cr](=[O])(=[O])[O-],0.78
DTXSID9020243,O=C1C2CC=CCC2C(=O)N1SC(Cl)(Cl)Cl,0.78
DTXSID9020295,Nc1ccc(Cl)cc1,0.78
DTXSID8040725,O=C(O)c1cc[c]([Hg][Cl])cc1,0.78
DTXSID5023243,Cc1cccc(Nc2ccccc2C(=O)O)c1C,0.78
DTXSID4048727,S=C(SSC(=S)N1CCCCC1)N1CCCCC1,0.78
DTXSID7047277,CN1CCN(c2ccccc2/C=C2\SCCN(c3ccc(Cl)c(Cl)c3)C2=O)CC1,0.78
DTXSID6049359,CCCCCCCCCCCCn1cc[n+](C)c1.[I-],0.78
DTXSID1049352,CCCCCCCCCCn1cc[n+](CCCCCCCCCC)c1C.[Cl-],0.78
DTXSID3046322,CC(C)[C@@]1(NC(=O)[C@@H]2C[C@@H]3c4cccc5[nH]cc(c45)C[C@H]3N(C)C2)O[C@@]2(O)[C@@H]3CCCN3C(=O)[C@H](Cc3ccccc3)N2C1=O,0.78
DTXSID2032348,O=C1c2ccccc2C(=O)C1C(=O)C(c1ccccc1)c1ccc(Cl)cc1,0.78
DTXSID5023586,CC(C)=CCOc1ccc(/C=C/C(=O)c2ccc(OCC=C(C)C)cc2OCC(=O)O)cc1,0.78
DTXSID2025715,COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1[N+](=O)[O-],0.78
DTXSID3020120,CC1=C(C(=O)OC(C)C)C(c2cccc([N+](=O)[O-])c2)C(C(=O)OC2CN(C(c3ccccc3)c3ccccc3)C2)=C(N)N1,0.78
DTXSID4020296,Cl.Nc1ccc(Cl)cc1,0.78
DTXSID6049351,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.N#C[N-]C#N,0.775
DTXSID4048519,CN1C(=O)N(c2ccccc2Br)Cc2cnc(Nc3ccc4c(c3)OCC(CO)O4)nc21,0.775
DTXSID5041851,CN(C)S(=O)(=O)N(SC(F)(Cl)Cl)c1ccccc1,0.775
DTXSID1022394,COc1ccc(-c2coc3cc(O)cc(O)c3c2=O)cc1,0.775
DTXSID9046443,CNCC[C@H](Oc1cccc2ccccc12)c1cccs1.Cl,0.775
DTXSID70894099,O=[13C](O)[13C](F)(F)[13C](F)(F)[13C](F)(F)[13C](F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.775
DTXSID2041622,CCOC(=O)CCN(SN(C)C(=O)Oc1cccc2c1OC(C)(C)C2)C(C)C,0.775
DTXSID8034586,CCOc1cc(C(C)(C)C)ccc1C1COC(c2c(F)cccc2F)=N1,0.775
DTXSID80622486,Oc1ccc(C(F)(c2ccc(O)cc2)C(F)(F)C(F)(F)F)cc1,0.775
DTXSID1025857,c1cnc2c(c1)ccc1cccnc12,0.775
DTXSID2047309,Cc1c(-c2cccnc2)c2ccccc2n1CCCCC(=O)O,0.775
DTXSID1021320,COP(=O)(OC)OC(=CCl)c1cc(Cl)c(Cl)cc1Cl,0.775
DTXSID8045565,CCN(CC)CCCC(C)Nc1c2ccc(Cl)cc2nc2ccc(OC)cc12.Cl.Cl.O.O,0.775
DTXSID1032648,COP(=O)(OC)O/C(=C\Cl)c1cc(Cl)c(Cl)cc1Cl,0.775
DTXSID5048849,CC(C(O)c1ccccc1)N(C)CCOC(c1ccccc1)c1ccccc1,0.775
DTXSID8031863,O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.775
DTXSID9048801,Cc1ccc(/C=N/n2c(-c3ccccc3)csc2=S)cc1,0.775
DTXSID1045409,Cc1c(Cl)cccc1Nc1ccccc1C(=O)O,0.775
DTXSID5044029,Cn1cc(C2=C(c3cn(C4CCN(Cc5ccccn5)CC4)c4ccccc34)C(=O)NC2=O)c2ccccc21,0.775
DTXSID6020220,CC(C)(C)c1cc(O)ccc1O,0.775
DTXSID3047348,O=C(N[C@@H](c1ccccc1)[C@@H]1CCCCN1)c1cccc(C(F)(F)F)c1Cl,0.775
DTXSID1045742,CCC(CC)(CC(=O)Nc1cccc(/C=C/c2nc(C3CCC3)cs2)c1)C(=O)O,0.7725
DTXSID0021385,O=C1c2ccccc2C(=O)N1SC(Cl)(Cl)Cl,0.7716666666666667
DTXSID6020274,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C=C(Cl)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,0.7716666666666666
DTXSID1041502,Cc1cc(O)c(C(C)(C)C)cc1C(C)(C)C,0.77
DTXSID2048957,Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(OCCN3CCOCC3)c3ccccc23)cc1,0.77
DTXSID1020699,CCCCCCc1ccc(O)cc1O,0.77
DTXSID0047325,Cc1nc(-c2ccc3c(c2)CCN(CCC2CCC(NC(=O)/C=C/c4ccc(F)cc4)CC2)CC3)no1.Cl,0.77
DTXSID8029602,CCCC(c1cc(C(C)(C)C)c(O)cc1C)c1cc(C(C)(C)C)c(O)cc1C,0.77
DTXSID3048811,O=C(CCCN1CCN(c2ccc(F)cc2)CC1)NC1c2ccccc2CSc2ccccc21,0.77
DTXSID9045136,Cl.Clc1ccc(Cn2c(CN3CCCC3)nc3ccccc32)cc1,0.77
DTXSID9045631,c1ccc(-c2ccc(C(c3ccccc3)n3ccnc3)cc2)cc1,0.77
DTXSID1021247,Cl.N=C1C=CC(=C(c2ccc(N)cc2)c2ccc(N)cc2)C=C1,0.77
DTXSID2048161,C[C@@H]1CN(CCCn2c3ccccc3c3ccccc32)C[C@H](C)N1.Cl.Cl,0.77
DTXSID2023642,CC(C)(C)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,0.77
DTXSID8045567,Cc1ccc(Cl)c(Nc2ccccc2C(=O)[O-])c1Cl.[Na+],0.77
DTXSID8044204,COCC(=O)O[C@]1(CCN(C)CCCc2nc3ccccc3[nH]2)CCc2cc(F)ccc2[C@@H]1C(C)C.Cl.Cl,0.77
DTXSID9023386,CO[C@@H]1[C@@H](OC(N)=O)[C@@H](O)[C@H](Oc2ccc3c([O-])c(NC(=O)c4ccc(O)c(CC=C(C)C)c4)c(=O)oc3c2C)OC1(C)C.[Na+],0.77
DTXSID5044520,CCOC(=O)c1ccccc1C(=C1C=C(Br)C(=O)C(Br)=C1)c1cc(Br)c(O)c(Br)c1,0.77
DTXSID1047366,O=C(Nc1ccc2[nH]ccc2c1)c1cc2cc(F)ccc2n1Cc1cccc(F)c1,0.77
DTXSID5023950,CCCCN(CCCC)SN(C)C(=O)Oc1cccc2c1OC(C)(C)C2,0.77
DTXSID4020242,O=C1C2CC=CCC2C(=O)N1SC(Cl)(Cl)C(Cl)Cl,0.77
DTXSID10892998,O=C(O)C(F)(F)C(F)(F)C(F)(F)[13C](F)(F)[13C](F)(F)[13C](F)(F)[13C](F)(F)F,0.77
DTXSID5023110,Cc1cc2c(C(C)C)c(O)c(O)c(C=O)c2c(O)c1-c1c(C)cc2c(C(C)C)c(O)c(O)c(C=O)c2c1O,0.77
DTXSID70892570,O=[13C](O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.77
